yildiz,Kategori,oyuncular,yonetmen
7.2,Komedi ,"Lou Luttiau, Ophélie Bau, Salim Kechiouche, Shaïn Boumedine",Abdellatif Kechiche
8.0,Aksiyon ,"Ali Zafar, Maya Ali, Mehmood Aslam, Nayyar Ejaz",Ahsan Rahim
8.3,Aile ,"Ekaterina Vilkova, Konstantin Lavronenko, Mila Sivatskaya, Viktor Khorinyak",Dmitriy Dyachenko
7.6,Biyografi ,"Armie Hammer, Geoffrey Rush, Sylvie Testud, Tony Shalhoub",Stanley Tucci
9.6,Aile ,"Frank Welker, Grey Griffin, Kate Micucci, Matthew Lillard",Cecilia Aranovich
8.1,Biyografi ,"Amy Adams, Christian Bale, Sam Rockwell, Steve Carell",Adam McKay
8.3,Gizem ,"John C. Reilly, Ralph Fiennes, Rebecca Hall, Will Ferrell",Etan Cohen
7.7,Komedi ,"Darin Brooks, DeVaughn Nixon, Kimberly Jeppson, Mark Derwin",Bradford May
9.2,Biyografi ,"Daniel Webber, Douglas Booth, Iwan Rheon, Machine Gun Kelly",Jeff Tremaine
8.5,Aksiyon ,"Bernard Hill, Phil Davis, Sue Johnston, Virginia McKenna",John Miller
7.7,Aksiyon ,"Daniel Thrace, Lizzie Aaryn-Stanton, Lyndsey Craine, Michaela Longden",Stewart Sparke
9.3,Komedi ,"Alan Tudyk, Jesse Moss, Katrina Bowden, Tyler Labine",Eli Craig
7.9,Dram ,"Daveed Diggs, Janina Gavankar, Jasmine Cephas Jones, Rafael Casal",Carlos López Estrada
6.4,Aile ,"Helen Belbin, Julie McLellan, Leopold Witte, Tim Linde",Robert Jan Westdijk
8.7,Komedi ,"Brandon W. Jones, Cassi Thomson, Christa B. Allen, Maiara Walsh",Farhad Mann
7.6,Dram ,"Alice Eve, Hermione Corfield, Joséphine de La Baume, Trevor Eve",Jack Eve
8.9,Dram ,"Bradley Whitford, Brie Larson, Joan Cusack, Samuel L. Jackson",Brie Larson
9.3,Fantastik ,"Courtney Eaton, Harvey Guillén, Olivia Holt, Ross Lynch",Scott Speer
8.2,Aksiyon ,"Ben Schwartz, Peter Ferdinando, Phoebe Fox, Sam Rockwell",Hadi Hajaig
8.9,Dram ,"Jean Reno, Rosamund Pike, Simon Pegg, Tracy Ann Oberman",Peter Chelsom
8.8,Aile ,"Ben Whishaw, Emily Blunt, Emily Mortimer, Lin-Manuel Miranda",Rob Marshall
8.8,Komedi ,"Camila Mendes, Laura Marano, Noah Centineo, Odiseas Georgiadis",Chris Nelson
5.1,Dram ,"Ashton Steele, Macy Shackleton, Maxine Peake, Michael Hughes",Adrian Shergold
8.7,Aile ,"Andrea Anders, Mackenzie Graham, Sophia Lillis, Zoe Renee",Katt Shea
7.7,Komedi ,"Brittany Snow, DeWanda Wise, Gina Rodriguez, LaKeith Stanfield",Jennifer Kaytin Robinson
9.3,Komedi ,"Andrea Martin, Danny Aiello, Emma Roberts, Hayden Christensen",Donald Petrie
9.0,Aile ,"David Holt, Keith Wickham, Lily Collins, Toby Kebbell",Andrés Couturier
9.7,Aile ,"Kristin Fairlie, Michael Herbig, Rick Kavanian, Yvonne Catterfeld",Sven Unterwaldt Jr.
9.4,Aile ,"Chris Pratt, Elizabeth Banks, Tiffany Haddish, Will Arnett",Mike Mitchell
7.2,Dram ,"Elsie Fisher, Emily Robinson, Jake Ryan, Josh Hamilton",Bo Burnham
7.6,Gerilim ,"Brandon Micheal Hall, Kian Lawley, Sam Strike, Virginia Gardner",Chris von Hoffmann
8.9,Fantastik ,"Josh Brener, Kellan Lutz, Kristen Ledlow, Taraji P. Henson",Adam Shankman
9.2,Aksiyon ,"Adam Brody, Angelina Jolie, Brad Pitt, Vince Vaughn",Doug Liman
9.0,Aksiyon ,"Jôji Nakata, Masami Iwasaki, Mikako Takahashi, Yûji Ueda",Shigeru Kimiya
8.7,Komedi ,"Jacob Latimore, K.J. Apa, Maia Mitchell, Norman Johnson Jr.",William Bindley
7.2,Aksiyon ,"Ashley Thomas, Harry Treadaway, Michelle Ryan, Rasmus Hardiker",Matthias Hoene
8.7,Fantastik ,"Kathy Bates, Kurt Fuller, Owen Wilson, Rachel McAdams",Woody Allen
8.3,Komedi ,"Amy Poehler, Ana Gasteyer, Maya Rudolph, Rachel Dratch",Amy Poehler
8.1,Komedi ,"Jere Burns, Matt Angel, Robert Englund, Scottie Thompson",Andy Palmer
8.7,Aksiyon ,"Linda Fiorentino, Tommy Lee Jones, Vincent D'Onofrio, Will Smith",Barry Sonnenfeld
8.6,Aksiyon ,"Lara Flynn Boyle, Rip Torn, Tommy Lee Jones, Will Smith",Barry Sonnenfeld
9.2,Aksiyon ,"Alan Arkin, Anne Hathaway, Dwayne Johnson, Steve Carell",Peter Segal
8.7,Bilim Kurgu ,"Asa Butterfield, Skyler Gisondo, Sophie Turner, Will Peltz",Andrew Bowler
8.4,Aksiyon ,"Jemaine Clement, Josh Brolin, Tommy Lee Jones, Will Smith",Barry Sonnenfeld
8.0,Dram ,"Katarzyna Figura, Malgorzata Bogdanska, Marcin Dorocinski, Michal Koterski",Marek Koterski
8.4,Komedi ,"Chad Connell, Jesse Camacho, Marco Grazzini, Tiya Sircar",Kate Melville
7.8,Aksiyon ,"Eric Roberts, Joey Morgan, Kevin Pollak, Omar Chaparro",Enrique Begné
8.4,Dram ,"Frida Hallgren, Gisken Armand, Hannah Dybvand, Simon Hobbel Rosendahl",Hanne Larsen
7.9,Dram ,"Annette Bening, Billy Howle, Corey Stoll, Glenn Fleshler",Michael Mayer
8.0,Komedi ,"Isla Fisher, Matthew McConaughey, Snoop Dogg, Stefania LaVie Owen",Harmony Korine
6.9,Aksiyon ,"Abhimanyu Dasani, Prateek Parmar, Radhika Madan, Satyajit Ganu",Vasan Bala
8.2,Aksiyon ,"Alessio Scalzotto, Benjamin Flores Jr., Jack Gore, Miya Cech",McG
7.6,Dram ,"Agnieszka Podsiadlik, Malgorzata Gorol, Mateusz Kosciukiewicz, Roman Gancarczyk",Malgorzata Szumowska
8.4,Fantastik ,"Issa Rae, Justin Hartley, Marsai Martin, Regina Hall",Tina Gordon
9.3,Aksiyon ,"Darren Criss, Eric Bauza, Kyle Mooney, Troy Baker",Jake Castorena
8.2,Aksiyon ,"Alexandra Jiménez, Dani Rovira, Julián López, Maribel Verdú",Javier Ruiz Caldera
7.9,Biyografi ,"Christopher Heyerdahl, Ethan Hawke, Mark Strong, Noomi Rapace",Robert Budreau
8.8,Komedi ,"Ali Wong, James Saito, Michelle Buteau, Randall Park",Nahnatchka Khan
9.1,Komedi ,"Adina Stetcu, Aggy K. Adams, Bogdan Iancu, Holly Horne",Cristina Jacob
8.5,Dram ,"Abhay Deol, Achint Kaur, Mithila Palkar, Vijay Raaz",Sachin Yardi
7.3,Komedi ,"Alec Baldwin, Jim Gaffigan, Joe Manganiello, Salma Hayek",Fred Wolf
8.6,Dram ,"Donald Sutherland, Judy Greer, Liana Liberato, Luke Wilson",Jim Loach
7.9,Aksiyon ,"Kanna Hashimoto, Masaki Suda, Shun Oguri, Yûya Yagira",Yûichi Fukuda
9.3,Bilim Kurgu ,"Israel Broussard, Jessica Rothe, Phi Vu, Suraj Sharma",Christopher Landon
9.0,Dram ,"Bel Powley, Gabriel Byrne, Nathan Lane, Vanessa Bayer",Susan Johnson
7.7,Dram ,"Blythe Danner, Kiersey Clemons, Nick Offerman, Toni Collette",Brett Haley
8.7,Dram ,"Jeffrey Ho, Kangana Ranaut, Lisa Haydon, Rajkummar Rao",Vikas Bahl
8.9,Aksiyon ,"Adam Sandler, Jennifer Aniston, Luke Evans, Terence Stamp",Kyle Newacheck
6.5,Dram ,"Ann Benson, Clifford Bañagale, Lisa Alvillar, Paulina Alvarez",Dylan Anthony Moran
6.3,Komedi ,"Bruce Greenwood, Inbar Lavi, Justin Bartha, Sandrine Holt",Collin Friesen
9.6,Dram ,"Gustavo Escobar, Isabela Moner, Mark Wahlberg, Rose Byrne",Sean Anders
7.1,Dram ,"Evan Bittencourt, Jesse Luken, Paul Rudd, Steve Coogan",Andrew Fleming
7.0,Dram ,"Brett Dier, Camila Mendes, Hayley Law, Jessica Barden",Carly Stone
8.6,Aile ,"Blake Shelton, Janelle Monáe, Kelly Clarkson, Nick Jonas",Kelly Asbury
8.5,Komedi ,"Kseniya Teplova, Natalya Bardo, Pavel Derevyanko, Vladimir Yaglych",Marius Balchunas
7.8,Dram ,"Adeel Akhtar, Rob Brydon, Rupert Graves, Thomas Turgoose",Oliver Parker
6.8,Dram ,"Akshay Oberoi, Radhika Apte, Ravi Kishan, Siddhanth Kapoor",Pia Sukanya
8.7,Komedi ,Lynne Koplitz,Marcus Raboy
7.0,Komedi ,"Angus Macfadyen, Anna Hutchison, Armando Gutierrez, Lou Ferrigno",Ara Paiaya
9.3,Aile ,"Bill Nighy, Justice Smith, Kathryn Newton, Ryan Reynolds",Rob Letterman
8.6,Aksiyon ,"Geng Han, Rhydian Vaughan, Tomohisa Yamashita, Yuan Li",Hailong Li
5.3,Komedi ,"Dany Verissimo-Petit, Denis Lavant, Guillaume Canet, Manon Azem",Olivier Afonso
7.9,Dram ,"Jake Gyllenhaal, Joaquin Phoenix, John C. Reilly, Riz Ahmed",Jacques Audiard
9.2,Aile ,"Kevin Sorbo, Logan Allen, Lola Sultan, Stelio Savante",Kirk Harris
9.0,Dram ,"Danielle Macdonald, Jennifer Aniston, Maddie Baillio, Odeya Rush",Anne Fletcher
5.1,Biyografi ,"Bérénice Bejo, Louis Garrel, Micha Lescot, Stacy Martin",Michel Hazanavicius
7.6,Dram ,"Adèle Haenel, Audrey Tautou, Damien Bonnard, Pio Marmaï",Pierre Salvadori
9.2,Aksiyon ,"Asher Angel, Jack Dylan Grazer, Mark Strong, Zachary Levi",David F. Sandberg
8.6,Komedi ,"Angela Bassett, Felicity Huffman, Jake Hoffman, Patricia Arquette",Cindy Chupack
6.6,Bilim Kurgu ,"Ava Preston, Jack Fulton, Jaeden Noel, Tashiana Washington",Bobby Miller
8.8,Biyografi ,"Dwayne Johnson, Florence Pugh, Lena Headey, Vince Vaughn",Stephen Merchant
9.5,Aile ,"Dennis Quaid, Josh Gad, Kathryn Prescott, Marg Helgenberger",Gail Mancuso
7.4,Gerilim ,"Chris Ellis, Ike Barinholtz, Nora Dunn, Tiffany Haddish",Ike Barinholtz
6.8,Komedi ,"Claudia Gerini, Lorenzo Richelmy, Luca Barbareschi, Valentina Bellè",Fabio Resinaro
6.6,Dram ,"Anton Yelchin, Anya Taylor-Joy, Olivia Cooke, Paul Sparks",Cory Finley
8.7,Komedi ,"Freya Mavor, Ian Hart, Steven Mackintosh, Tom Riley",Daniel Jerome Gill
7.4,Dram ,"Christa Théret, Guillaume Canet, Juliette Binoche, Vincent Macaigne",Olivier Assayas
9.0,Aile ,"Eric Bauza, Graham Verchere, Jordana Largy, Timothy Omundson",Alex Zamm
8.1,Bilim Kurgu ,"Ben O'Toole, Caroline Ford, Monica Bellucci, Tess Haubrich",Kiah Roache-Turner
7.7,Gerilim ,"Amanda Crew, Hayley Marie Norman, Johnny Pemberton, Robert Patrick",Richard Bates Jr.
7.6,Komedi ,"Beanie Feldstein, Jason Sudeikis, Jessica Williams, Kaitlyn Dever",Olivia Wilde
8.4,Aksiyon ,"Galatéa Bellugi, Ivan Franek, Kseniya Rappoport, Ludovico Girardello",Gabriele Salvatores
9.1,Aile ,"Dwayne Johnson, Josh Hutcherson, Luis Guzmán, Michael Caine",Brad Peyton
6.4,Dram ,"Alice Lowe, Bill Nighy, Jenny Agutter, Sam Riley",Carl Hunter
6.9,Fantastik ,"Adam Driver, Bill Murray, Chloë Sevigny, Tom Waits",Jim Jarmusch
6.4,Gizem ,"Cadden Jones, Kelley Gates, Sean Hankinson, Wendy Jung",Greg Emetaz
6.3,Aksiyon ,"Julia Dietze, Kit Dale, Lara Rossi, Vladimir Burlakov",Timo Vuorensola
8.2,Biyografi ,"John C. Reilly, Nina Arianda, Shirley Henderson, Steve Coogan",Jon S. Baird
6.2,Dram ,"Joseph Engel, Laetitia Casta, Lily-Rose Depp, Louis Garrel",Louis Garrel
5.8,Dram ,"Antonio de la Torre, Javier Antón, Maribel Verdú, Priscilla Delgado",Pablo Berger
6.2,Komedi ,"Hayley Squires, Julian Barratt, Leo Bill, Steve Oram",Peter Strickland
6.8,Komedi ,"Don Collier, Johnny Crawford, Lana Wood, Robert Carradine",Wayne Shipley
6.0,Gizem ,"Andréa Winter, Christer Cavallius, Martina Novak, Patrick von Barkenberg",Patrick von Barkenberg
6.5,Dram ,"Antonia Campbell-Hughes, Ed Speleers, Jan Bijvoet, Zoë Tapper",Antonio Tublen
5.6,Komedi ,"Antwoine Steele, Bobby Westrick, John O'Hara, Rachel Lagen",Todd Sheets
7.8,Komedi ,"Ike Barinholtz, John Cena, Kathryn Newton, Leslie Mann",Kay Cannon
9.6,Animasyon ,"Edouard Baer, Guillaume Lebon, Marie-Eugénie Maréchal, Timothé Vom Dorp",Eric Tosti
7.7,Biyografi ,"Diana Amft, Elena Uhlig, Luise Heyer, Sönke Möhring",Caroline Link
9.2,Komedi ,"Ava Michelle, Griffin Gluck, Paris Berelc, Sabrina Carpenter",Nzingha Stewart
7.0,Komedi ,"Brian Dennehy, J.K. Simmons, Julie Ann Emery, Lesley Ann Warren",Larry Clarke
7.8,Komedi ,"Jeannette Sousa, Joaquim de Almeida, Ryan Scott, Vik Sahay",John L'Ecuyer
9.5,Aile ,"Bruce Campbell, Keith David, Nick Wolfhard, Rosario Dawson",
6.9,Komedi ,"Matthew McConaughey, Olivia Mekdara, Rekha Shankar, Zach Galifianakis",Scott Aukerman
9.5,Komedi ,"Gina Carano, Jaime Camil, Jason Mewes, Kevin Smith",Jason Mewes
8.0,Dram ,"Charles Berling, Jean-Quentin Châtelain, Jennifer Decker, Swann Arlaud",Lucas Bernard
7.1,Dram ,"Brian Ferguson, Kimber Closson, Martin Donaghy, Ryan Fletcher",Brian Welsh
8.5,Aile ,"Daniela Bobadilla, Frank Welker, Jeff Bennett, Philip Anthony-Rodriguez",Doug Murphy
9.4,Aksiyon ,"Deedee Magno, Estelle, Michaela Dietz, Zach Callison",Rebecca Sugar
9.3,Komedi ,"Alan Rickman, Gwilym Lee, Kerry Fox, Rob Collins",Wayne Blair
9.0,Dram ,"Celia Imrie, Imelda Staunton, Joanna Lumley, Timothy Spall",Richard Loncraine
8.6,Komedi ,"Benjamin Joseph Varney, Jason Young, Naphat Siangsomboon, Pimchanok Leuwisetpaiboon",Chayanop Boonprakob
8.3,Komedi ,"Gemma Whelan, Joely Richardson, Julian Ovenden, Michael Landes",James Dearden
9.8,Aile ,"Daisy Ridley, Elizabeth Debicki, Margot Robbie, Rose Byrne",Will Gluck
7.6,Komedi ,"Demi Moore, Ed Helms, Jessica Williams, Karan Soni",Patrick Brice
6.8,Komedi ,"Hamish Boyle, Harley Neville, Jed Brophy, Jim Baltaxe",Bernie Rao
6.1,Fantastik ,"Alasdair Melrose, Angie Adler, Rosa Escoda, Rosie Steel",Benjamin Rider
7.7,Komedi ,"Chris Geere, David Newman, Martha Higareda, Tina Ivlev",Tony West
8.8,Aksiyon ,"Dave Bautista, Kumail Nanjiani, Mira Sorvino, Natalie Morales",Michael Dowse
5.6,Komedi ,"Elaine Hendrix, Elena Tovar, Jaime Gallagher, Niki Koss",Phillip Clark Davis
9.0,Komedi ,"Ann Mahoney, Jacob Batalon, Morgan Roberts, Tim Blake Nelson",Chris Poche
8.1,Aile ,"Bruce Coville, Christian Convery, London Cardinal, Ty Consiglio",Sean McNamara
7.8,Komedi ,"Havon Baraka, Kevin Alain, Ryan Quinn Adams, Sitara Attaie",Richard Lowry
8.0,Dram ,"Arthur Diennet, Bill Watterson, Marcel Diennet, Megan Hensley",Arthur Diennet
6.9,Komedi ,"Eileen Davidson, Paul Walter Hauser, Ross McCall, Vincent Van Patten",Eric Balfour
8.7,Komedi ,"Carolyn Mangrem, Clifford Hardwick, Suzanne O'Bryan, Tommy Mangrem",Twila LaBar
8.1,Komedi ,"Brett Gelman, Christopher Gray, Emily Tyra, Munro Chambers",Rob Grant
7.7,Dram ,"Clayton Nemrow, Jessica Lynn Parsons, Ken Gamble, Sarah Schreiber",Matthew Tibbenham
8.2,Dram ,"Andre Hyland, Michael Abbott Jr., Sarah Baker, Virginia Newcomb",Daniel Scheinert
7.9,Dram ,"Alessandro Nivola, Imogen Poots, Jesse Eisenberg, Steve Terada",Riley Stearns
9.5,Aile ,"Greg Cipes, Grey Griffin, Rhys Darby, Sean Maher",Jeff Mednikow
8.9,Komedi ,"Awie, Delimawati, Ropie Cecupak, Zul Ariffin",Mamat Khalid
8.0,Komedi ,"Amanda Seyfried, Cher, Lily James, Meryl Streep",Ol Parker
8.8,Aile ,"Danielle Kennedy, James Denton, John N. Dvorak, Myndy Crist",Cyrus Mirakhor
7.1,Komedi ,"Alex Essoe, Anita Briem, Christopher Matthew Cook, John Brotherton",Jordan Rubin
8.0,Dram ,"Jenny Donovan, Johnny Day, Sara Barker, Torsten Kellar",Noah Stern
8.0,Dram ,"Jeff Pearson, Kelsey Thomas, Megan Simon, Rachel DeRouen",Phillip Lybrand
9.0,Aksiyon ,"Abigail Breslin, Emma Stone, Woody Harrelson, Zoey Deutch",Ruben Fleischer
8.4,Komedi ,"Alexander England, Josh Gad, Lupita Nyong'o, Nadia Townsend",Abe Forsythe
8.0,Aile ,"Alexandria Lian, J.D. Hoppe, Joe Anderson, Joey Lawrence",Ari Novak
8.8,Komedi ,"Chris Cavalier, Jason Henne, Melissa Daddio, Sean Michael Gloria",Joseph Mazzaferro
8.4,Komedi ,"Barry Bostwick, Devon Werkheiser, Jennifer Stone, McKayla Witt",Blayne Weaver
7.6,Komedi ,"Ben Freeman, Candela Gómez, Jaime Pujol, Tristam Summers",Nic Cornwall
8.3,Dram ,"James Franco, Joey King, Seth Rogen, Will Ferrell",James Franco
5.2,Dram ,"Don Frye, Joshua Bitton, Mike Foy, Shawn Kathryn Kane",Patrick McGowan
9.6,Dram ,"Amanda Seyfried, Gary Cole, Kevin Costner, Milo Ventimiglia",Simon Curtis
9.5,Dram ,"Charley Boon, David McConnell, Kenna Dawn, Steve Anderson",T.C. Christensen
7.8,Komedi ,"Alexandra Roach, George MacKay, Michael Socha, Naomi Willow",Rachel Hirons
9.3,Dram ,"Gackt, Kumiko Asô, Ryô Katô, Yûsuke Iseya",Hideki Takeuchi
6.3,Komedi ,"Alexis Beacher, Gianna Jacobs, Nicholas Michael Jacobs, Shawn C. Phillips",Nicholas Michael Jacobs
7.8,Bilim Kurgu ,"Alex Mills, Harry Lister Smith, Mark Arnold, Vanessa Grasse",Marko Mäkilaakso
9.2,Hint ,"Jiiva, Radha Ravi, Sathish, Shalini Pandey",Don Sandy
8.0,Dram ,"Alex Bogdan, Alexandru Dabija, Ioana Iacob, Ion Rizea",Radu Jude
9.1,Fantastik ,"Ellise Chappell, Himesh Patel, Lily James, Sophia Di Martino",Danny Boyle
9.0,Komedi ,"Isabela Moner, Liv Hewson, Odeya Rush, Shameik Moore",Luke Snellin
9.0,Aile ,"Ashley Jensen, Justin Theroux, Sam Elliott, Tessa Thompson",Charlie Bean
8.3,Gerilim ,"Dawn Van de Schoot, Hailey Foss, Kaeleb Zain Gartner, Roger LeBlanc",Cameron Macgowan
9.1,Aksiyon ,"Jim Foronda, Marie Iitoyo, Tesshô Genda, Yôko Asagami",Kenji Kodama
7.6,Aksiyon ,"Hailee Steinfeld, Jason Drucker, John Cena, Jorge Lendeborg Jr.",Travis Knight
9.1,Komedi ,"Barry Bostwick, Jeff Daniel Phillips, Laila Odom, Michael Jai White",Leslie Small
8.1,Komedi ,"Charlie Sheen, Finesse Mitchell, Leah Remini, Naya Rivera",Fred Wolf
8.6,Bilim Kurgu ,"Adrien Brody, Brandon McGibbon, Delphine Chanéac, Sarah Polley",Vincenzo Natali
7.6,Korku ,"Damian Maffei, Felissa Rose, Gunner Willis, Jason Bracht",Tommy Faircloth
7.1,Korku ,"Barrow Davis-Tolot, Joe DeSoto, Lillian Solange Beaudoin, Shelly DeChristofaro",J. Van Auken
7.1,Korku ,"Cory Anderson, Demetrice Byrd, Piper Collins, Yasmin Bakhtiari",Matt Green
8.0,Korku ,"Emily Sweet, J.D. Angstadt, Robert Bronzi, Spring Inés Peña",Rene Perez
8.7,Gerilim ,"Adelaide Clemens, Derek Magyar, Lee Tergesen, Luke Evans",Ryûhei Kitamura
8.1,Korku ,"Barrington De La Roche, David Lenik, Emma Spurgin Hussey, Tessa Wood",Charlie Steeds
7.8,Bilim Kurgu ,"Danielle Ryan, Imogen Poots, Jesse Eisenberg, Molly McCann",Lorcan Finnegan
9.3,Aksiyon ,"Brad Pitt, Daniella Kertesz, James Badge Dale, Mireille Enos",Marc Forster
9.0,Korku ,"Jon Abrahams, Kevin Pollak, Megan West, Mena Suvari",Waymon Boone
7.8,Korku ,"Eun-ji Jung, Shin Joo-Hwan, Won-Chang Jung, Yoon-young Choi",Yoo Sun-Dong
9.1,Aksiyon ,"John Rhys-Davies, Rosie Fellner, Tanya Franks, Theo Devaney",John Adams
8.6,Dram ,"Marci T. House, Mckenna Grace, Rob Lowe, Sarah Dugdale",Rob Lowe
8.3,Korku ,"Daniel Luján, Demetrius Navarro, Pritesh Shah, Raquel Pomplun",Demetrius Navarro
5.5,Korku ,"Abbie Gayle, Bill Moseley, Lin Shaye, Sofia Mattsson",Ashley Hamilton
8.3,Korku ,"Hailey Heisick, Jeff Berg, Lindsay Eshelman, Luciana Faulhaber",Luciana Faulhaber
8.5,Dram ,"Brittany Raymond, Brittany Teo, Keenan Tracey, Spencer Macpherson",Ray Xue
9.0,Bilim Kurgu ,"Alistair Moulton Black, Jay Anstey, Michael Gross, Paul du Toit",Don Michael Paul
8.2,Dram ,"Brianne Tju, Corinne Foxx, Sistine Rose Stallone, Sophie Nélisse",Johannes Roberts
8.9,Korku ,"Alex Breaux, Jamie Kennedy, Omar Epps, Tom Atkins",Patrick Lussier
9.0,Dram ,"Apollonia Pratt, Carmen Ejogo, Emma Greenwell, Theo Rossi",Zak Hilditch
6.5,Korku ,"C.M. Punk, Elissa Dowling, Sarah Brooks, Trieste Kelly Dunn",Travis Stevens
8.7,Bilim Kurgu ,"Grant Masters, Laura Fraser, Mel Raido, Sid Phoenix",Carl Strathie
7.0,Bilim Kurgu ,"Abbie Cornish, Courtney Eaton, Leonardo Nam, Tao Okamoto",Eddie Alcazar
7.4,Korku ,"Azekah Daniel, Junaid Akhtar, Khushi Maheen, Saleem Mairaj",Syed Atif Ali
7.5,Gerilim ,"Kevin Derkash, Nick Ian Holmes, Shannon McKinnon, Victor Frolov",Brian McCulley
7.1,Bilim Kurgu ,"Max Croes, Nastassia Firestone",Siar Sedig
7.1,Dram ,"Ariella Mossey, Breanna Engle, Brittini Schreiber, Isabelle Zufferey Boulton",Ryan Callaway
7.8,Bilim Kurgu ,"Carlos Alazraqui, David Mattey, Lisa Sheridan, Stephen Tobolowsky",James Ojala
6.9,Korku ,"Aleksander Sylvan, Julia Schacht, Linni Meister, Veslemøy Mørkrid",Geir Greni
9.1,Gerilim ,"Callan Mulvey, Genesis Rodriguez, Patricia Clarkson, Topher Grace",Dennis Iliadis
9.5,Aksiyon ,"Abby Craden, Logan Marshall-Green, Melanie Vallejo, Steve Danielsen",Leigh Whannell
6.3,Komedi ,"Alexis Beacher, Gianna Jacobs, Nicholas Michael Jacobs, Shawn C. Phillips",Nicholas Michael Jacobs
7.8,Bilim Kurgu ,"Alex Mills, Harry Lister Smith, Mark Arnold, Vanessa Grasse",Marko Mäkilaakso
8.1,Aksiyon ,"Jake Busey, Kelli Berglund, Olivia Larsen, Royce Johnson",Charlie Comparetto
7.7,Korku ,"Bill Moseley, Chalet Lizette Brannan, Eve Mauro, Frederick George Stuhrberg",Haynze Whitmore
8.6,Korku ,"A. Michael Baldwin, Cory W. Ahre, Keefer Barlow, Perry Batson",Jeremy Sumrall
9.3,Korku ,"George Stover, Richard Cutting, Stormi Maya, Will Steckman",Kevin Kangas
9.0,Korku ,"Emma Holzer, Joanna David, Kyle Gallner, Ryan Guzman",Damien LeVeck
8.7,Gerilim ,"Joe W Nowland, Lauretta Compton, Tatiana Warden, Traci L. Newman",Joe W Nowland
7.4,Korku ,"Agung Udijana, Kelly Tandiono",Hedy Suryawan
6.7,Korku ,"Antonella Carone, Federica Caroppa, Federico Castelluccio, Kelly Campbell",Rossella De Venuto
7.6,Aksiyon ,"Hailee Steinfeld, Jason Drucker, John Cena, Jorge Lendeborg Jr.",Travis Knight
6.6,Korku ,"Jason Stange, Katie Hemming, Lisa van Dam-Bates, Travis Johnny Ware",Lisa van Dam-Bates
8.4,Dram ,"Cindy Marie Martin, Clayton Stocker Myers, Elliott Kashner, Jen Bevan",Lonnie Martin
9.2,Gerilim ,"Betty Gabriel, Colin Woodell, Rebecca Rittenhouse, Stephanie Nogueras",Stephen Susco
7.7,Aksiyon ,"Asa Butterfield, Margot Robbie, Michael Sheen, Simon Pegg",Crispian Mills
6.0,Dram ,"Aidan Bristow, Andres Montejo, Bianca Soto, Nicholas Urda",Colin Bemis
9.4,Dram ,"Bill Hader, Isaiah Mustafa, James McAvoy, Jessica Chastain",Andy Muschietti
8.3,Dram ,"Cody Kostro, Frank Whaley, Jay Jay Warren, Sofia Happonen",Frank Sabatella
7.7,Gerilim ,"Kara Kingsward-Hughes, Maria Louis, Scarlett Davies, Tyler Gallant",Sam Hardy
8.6,Gerilim ,"Farina Flebbe, Maxine Kazis, Nilam Farooq, Sonja Gerhardt",Michael David Pate
8.8,Korku ,"Greg Furman, Jose Rosete, Joseph Michael Harris, Liz Fenning",Rob Pallatina
8.3,Dram ,"Daniel MacPherson, Isabel Lucas, Kellan Lutz, Luke Ford",Shane Abbess
9.1,Gerilim ,"Christian Oliver, Erin Daniels, Heather Tom, Larisa Oleynik",John Woodruff
7.8,Gizem ,"Alyson Walker, Ian Butcher, Meelah Adams, Tony Giroux",Erdal Ceylan
8.6,Aksiyon ,"Airlie Dodds, Ebony Vagulans, Linda Ngo, Taylor Ferguson",Tony D'Aquino
8.8,Gerilim ,"Adam Brody, Amanda Crew, Sheila McCarthy, Zoë Belkin",Robert Heydon
7.6,Komedi ,"Daniel de Weldon, Heidi Harian, Rebekah Lynn Dow, Vincent Lee Alston",Antonio Pantoja
9.6,Gerilim ,"Courtney Gains, P.J. Soles, Pancho Moler, Tony Todd",Josh Hasty
6.8,Komedi ,"Emily Booth, Ewen MacIntosh, Lauren Socha, Spencer Brown",Drew Cullingham
7.5,Gerilim ,"Anne Winters, Nicolas Cage, Selma Blair, Zackary Arthur",Brian Taylor
8.3,Gerilim ,"Conrad Goode, Micah Joe Parker, Nicola Lambo, Stella Carlish",David Arthur Clark
7.2,Komedi ,"Jamie Cymbal, Jo Mousley, Pushpinder Chani, Sid Akbar Ali",David Gilbank
7.8,Bilim Kurgu ,"Ed Brody, Jessica Madsen, Kristina Clifford, Opal Littleton",Padraig Reynolds
6.5,Dram ,"Alex McTavish, David Hov, Elly Hiraani Clapin, Mikaela Franco",Colm O'Murchu
8.5,Dram ,"Jessica Chastain, Michael Shannon, Shea Whigham, Tova Stewart",Jeff Nichols
8.7,Gizem ,"Francesca Cavallin, Ginevra Francesconi, Justin Korovkin, Maurizio Lombardi",Roberto De Feo
8.0,Korku ,"Biel Montoro, Daniel Horvath, Joe Manjón, Àlex Maruny",Marc Martínez Jordán
7.6,Dram ,"Abra, Hari Nef, Odessa Young, Suki Waterhouse",Sam Levinson
7.1,Dram ,"Amber Benson, Kevin Chamberlin, Mat Devine, Mieko Hillman",Gene Blalock
8.0,Komedi ,"Claudine-Helene Aumord, Georgia Wood, Tara MacGowran, Tiffany-Ellen Robinson",Dan Allen
